person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Achim Stănescu,achimstănescu,achimstănescu@141.ro,7801104435762,1920-09-14,"Bulevardul Oprea Nr. 97 Bl. 32  Sc. 12 Ap. 340, Sancraiu de Mures, 978979",0756 440 886,0e:35:21:4b:15:60,176.204.107.36,RO22NAPD0572162744654287,2025-06-22 22:40:03,5117,831,715,1456086,56d80d82-a263-419b-91b5-6aa73d8c7601
Jean Dobre,jeandobre,jeandobre@141.ro,3830722347033,1936-11-04,"Soseaua Preda, Targu Secuiesc, 334681",0749 631 302,7c:16:96:ad:86:ed,222.57.145.84,RO75FPRC1336418419996276,2025-06-22 22:40:03,17161,770,730,463467,d6da6471-b32d-4e9f-aae6-7590d1f842b5
Octavian Suciu,octaviansuciu,octaviansuciu@post.ro,8171022184331,1981-01-30,"Intrarea Pușcașu, Filiasi, 499431",0786 465 920,ea:d3:ef:a0:75:34,71.140.91.139,RO12DKMC7372861718650831,2025-06-22 22:40:03,8550,372,358,28986,7758f74c-4ca7-40b0-a98b-4ab8450d6914
Dorli Tomescu,dorlitomescu,dorlitomescu@141.ro,7490231367703,2015-04-24,"Drumul Ofelia Dima Nr. 64, Bals, 340053",0770 712 055,72:e9:7b:92:3d:ad,72.29.249.82,RO23MAXU8282134020279574,2025-06-22 22:40:03,21204,16,83,1877775,a5b32b05-8b4b-48cd-9e7b-f675fd02622a
Sergiu Mocanu,sergiumocanu,sergiumocanu@post.ro,1970428098944,1987-10-25,"Aleea Barbu Stancu Nr. 955 Bl. 44  Sc. 76 Ap. 103, Siret, 263046",0239 712 570,52:f4:b6:90:1b:d7,126.16.193.221,RO62IPWJ8979911614870351,2025-06-22 22:40:03,5116,141,755,909836,30ae8787-d61c-43e4-b3ff-eb1750bc0d5c
Cristofor Popa,cristoforpopa,cristoforpopa@acasa.ro,3520428435377,1910-04-01,"Aleea Cristea Tabacu, Lunca Cetatuii, 654905",0747 337 844,20:72:db:6f:68:1d,191.143.199.239,RO73PJDH3007662119152628,2025-06-22 22:40:03,19361,148,791,1172708,086754d9-52a1-4104-9dac-d55036c65e2c
Cristofor Dochioiu,cristofordochioiu,cristofordochioiu@post.ro,5761112342865,1918-09-15,"Strada Dobre Nr. 665, Filiasi, 660739",0744 691 529,3e:8c:02:65:92:04,104.4.180.220,RO57OUMO5127778941544020,2025-06-22 22:40:03,34146,934,299,1020466,c27feacc-4511-4d21-a058-8e6638a7b2da
Robertina Stoica,robertinastoica,robertinastoica@zzup.ro,8090506074521,1973-11-07,"Intrarea Dinu, Chitila, 946723",0753 722 430,18:c7:04:2a:b7:c6,85.9.126.237,RO83RIAQ4196288793974895,2025-06-22 22:40:03,22378,554,340,1885788,ae547ac8-1637-4171-af40-cde5aac45c6e
Valentin Oprea,valentinoprea,valentinoprea@kappa.ro,6371024403338,2024-11-05,"Bulevardul Svetlana Dinu, Turda, 177246",0263 134 787,dc:1d:a1:f1:9a:7d,80.218.52.3,RO42CKWH1937195508067353,2025-06-22 22:40:03,8204,435,0,1548420,6731e71e-2a5d-4b5d-bf6f-033d1967e430
Pavel Toma,paveltoma,paveltoma@kappa.ro,1921120139514,2002-02-27,"Soseaua Dima Nr. 140 Bl. 26  Sc. 20 Ap. 733, Rasnov, 955606",0269 639 809,5e:cd:9d:c6:5d:fa,212.240.216.75,RO63CWBW9666721759277697,2025-06-22 22:40:03,24339,898,745,1255061,f7a74297-61ae-4915-bb4c-73f784e67089
Vasile Pop,vasilepop,vasilepop@post.ro,5731231170538,1988-02-24,"Aleea Popescu Nr. 92 Bl. 81  Sc. 11 Ap. 450, Siret, 465858",0732 110 757,4a:1f:dc:31:29:b8,169.80.44.75,RO05ZDDF6361832893381833,2025-06-22 22:40:03,32484,950,166,1389326,f969b414-5f8a-4782-bde7-186dd9cafc40
Doriana Dumitrescu,dorianadumitrescu,dorianadumitrescu@141.ro,5691230017841,1983-08-22,"Soseaua Doru Tomescu Nr. 183, Targu Mures, 982343",0737 447 204,0e:9a:a1:fb:6e:66,122.118.15.45,RO98YMDS8494873462869843,2025-06-22 22:40:03,24927,164,583,1089453,486f4980-941e-4cf0-bdcd-7d284083dbf0
Alexandrina Georgescu,alexandrinageorgescu,alexandrinageorgescu@email.ro,2991104094451,2012-02-20,"Intrarea Georgescu Nr. 73, Galati, 563682",0767 978 795,98:ab:6a:0c:0b:2f,16.168.2.189,RO29SDYP8873504269536306,2025-06-22 22:40:03,24257,253,86,1504996,b0935493-33e4-47e0-ac7b-e9ca477a7290
Daniela Voinea,danielavoinea,danielavoinea@post.ro,8610305295085,1950-08-19,"Strada Manole, Strehaia, 699094",0257 400 492,58:29:e0:d5:15:6b,51.175.101.237,RO87GKTV4339043011029416,2025-06-22 22:40:03,26228,615,398,1451193,dd7103d4-fe17-4cf1-b41e-7abbf974ec4f
Călin Popa,călinpopa,călinpopa@kappa.ro,1160707276371,1975-01-17,"Intrarea Mazilescu Nr. 29, Braila, 884888",0255 742 531,de:22:1b:86:f9:e9,89.224.130.249,RO49UONR2159350865465323,2025-06-22 22:40:03,15980,485,599,1890959,d6bf9b76-337a-4d6b-a5b1-572289548b1f
Petrică Ioniță,petricăioniță,petricăioniță@email.ro,5321006439439,1934-03-04,"Drumul Roza Pop Nr. 802, Medgidia, 454242",0745 515 989,b0:72:25:b0:7e:01,21.238.153.205,RO30RFSN0621343720519705,2025-06-22 22:40:03,33842,941,387,1082494,3f6d8f8f-8c9c-49a1-a52b-1a0a53ca7f39
Daniela Oprea,danielaoprea,danielaoprea@zzup.ro,1940503429606,1943-03-14,"Drumul Diaconu, Tarnaveni, 125286",0746 855 350,5e:0a:95:70:1d:de,56.191.84.253,RO25PBLW6562389819852034,2025-06-22 22:40:03,9395,18,388,1260576,14beb00c-5631-42ea-830f-c879a0981aac
Lorin Voinea,lorinvoinea,lorinvoinea@email.ro,1640519043700,1964-02-16,"Bulevardul Evelina Voinea Nr. 51 Bl. 21  Sc. 10 Ap. 499, Braila, 448704",0231 518 228,aa:8f:63:a6:f0:6d,18.205.96.217,RO91SATK9170138230603487,2025-06-22 22:40:03,13728,715,591,1387928,05c88b4b-40f5-450b-97bf-76e438c85e07
Voichița Ababei,voichițaababei,voichițaababei@zzup.ro,2930204401530,1917-08-20,"Bulevardul Silvian Popa Nr. 478 Bl. 16  Sc. 26 Ap. 641, Oltenita, 494536",0252 640 625,88:71:9e:b2:48:dd,94.14.70.142,RO97CZDH9557805010313142,2025-06-22 22:40:03,23084,692,60,735438,bb5ecc4b-518c-48d0-b252-640f853e775a
Ilarie Ababei,ilarieababei,ilarieababei@141.ro,8490326418109,2007-05-02,"Intrarea Tudor Nr. 275 Bl. 46  Sc. 16 Ap. 772, Otopeni, 437025",0730 287 189,c2:d7:ae:8e:be:b7,75.65.198.107,RO02CKGV8506551394677679,2025-06-22 22:40:03,4769,442,600,958745,d60ed30c-23af-4e99-8227-9d04e7e2b665
Ana Ardelean,anaardelean,anaardelean@post.ro,1650624358798,1983-03-13,"Drumul Stancu Nr. 25 Bl. 83  Sc. 75 Ap. 599, Moisei, 733042",0726 835 375,62:4f:7b:44:97:30,93.234.162.81,RO40ZQCN0393932168782789,2025-06-22 22:40:03,34275,65,521,1980306,4f762382-e887-4d9a-8df5-0e67309530da
Oliviu Nemeș,oliviunemeș,oliviunemeș@kappa.ro,7400803081014,1926-06-07,"Aleea Stoica Nr. 856 Bl. 50  Sc. 72 Ap. 621, Breaza de Sus, 866817",0741 887 552,bc:a6:ce:72:6f:24,136.150.222.178,RO34VWBA5440735053190446,2025-06-22 22:40:03,10024,819,2,841431,2499bcc2-c79a-4aee-b8cb-8ec279520177
Adi Stan,adistan,adistan@email.ro,8510806259133,2019-08-12,"Aleea Alina Stan Nr. 90 Bl. 20  Sc. 65 Ap. 385, Giarmata, 254699",0743 031 329,8c:d8:4c:d1:7c:ec,208.39.135.37,RO55TYHI3973451305176389,2025-06-22 22:40:03,18474,959,200,837484,34949035-28df-4f19-a06a-80382a3af219
Lucian Ene,lucianene,lucianene@kappa.ro,3631018526312,1961-12-22,"Intrarea Ababei Nr. 557, Zimnicea, 323815",0755 924 203,ee:10:42:2e:a5:fb,19.198.100.50,RO34XJNF8343099095097996,2025-06-22 22:40:03,33733,606,702,786861,b8a2a46f-31dc-449d-a0f4-164fe295ce4b
Zoe Diaconescu,zoediaconescu,zoediaconescu@kappa.ro,5930408519522,1985-01-09,"Aleea Heracleea Cristea Nr. 29 Bl. 40  Sc. 37 Ap. 790, Borcea, 781558",0736 723 730,e6:8f:95:fc:46:64,223.201.244.191,RO90EDCK4706318239612660,2025-06-22 22:40:03,30830,682,458,704057,16fce79b-a48c-4d56-9e97-82b65d56efb9
Mihnea Tudor,mihneatudor,mihneatudor@141.ro,7991031264119,1934-11-11,"Strada Pop Nr. 75 Bl. 60  Sc. 40 Ap. 522, Viseu de Sus, 624093",0234 919 164,dc:b9:4b:a9:86:38,135.46.70.84,RO85NLDB3593560167403756,2025-06-22 22:40:03,29735,576,340,230300,9e765871-a947-4b12-9cca-b3c64cc81d0f
Andra Aanei,andraaanei,andraaanei@post.ro,5600212401989,1979-01-28,"Intrarea Janeta Diaconu Nr. 46 Bl. 91  Sc. 54 Ap. 496, Baia Sprie, 719363",0265 732 528,76:32:c8:df:51:cf,58.81.115.159,RO85NPSG7746144747547770,2025-06-22 22:40:03,35294,192,620,54450,43d05e0c-d9fc-477f-b8b6-c18818ea7f48
Mitică Stoica,miticăstoica,miticăstoica@post.ro,4610217282736,1999-05-31,"Strada Mocanu Nr. 369, Reghin, 644145",0711 158 240,82:84:e5:11:23:c4,128.79.251.109,RO30GYPI0222022551955110,2025-06-22 22:40:03,33043,642,171,1331090,a676a66f-421f-4fcf-b2f6-afb53a33e0b5
Giorgian Stan,giorgianstan,giorgianstan@141.ro,2361113396801,2023-02-20,"Intrarea Dumitrescu Nr. 65, Balan, 380049",0241 466 025,4e:9c:ea:5a:02:7e,148.55.43.133,RO08IOQF1718486423199281,2025-06-22 22:40:03,12386,982,115,1313520,6dee3c43-6ab6-4913-9cfb-e455db8dea0b
Octav Oprea,octavoprea,octavoprea@kappa.ro,4360707247423,1961-05-05,"Aleea Ene Nr. 549, Falticeni, 935820",0744 131 804,0e:15:c3:ee:6d:ea,152.251.120.172,RO58TOBM3812447085412831,2025-06-22 22:40:03,17755,482,726,265490,36a58515-e90e-4022-8c49-328e92ac7de4
Roxelana Ene,roxelanaene,roxelanaene@gmail.com,1841224067109,1961-01-03,"Aleea Stancu Nr. 586 Bl. 74  Sc. 98 Ap. 814, Greci, 717117",0771 264 272,06:6b:0d:af:df:4a,167.249.183.117,RO97ZVEL8208850972221324,2025-06-22 22:40:03,22963,912,38,228115,61e6a44c-c6bc-4c52-81d0-cbfddd750a05
Eusebiu Mocanu,eusebiumocanu,eusebiumocanu@zzup.ro,7091008037290,1949-07-30,"Aleea Marius Suciu, Odobesti, 815518",0244 156 757,d4:38:9c:64:d0:80,3.112.45.102,RO05LWNX0942841175649614,2025-06-22 22:40:03,16822,588,681,160190,51594d0c-881b-4d61-8b08-50e8be0fc730
Fabiana Ardelean,fabianaardelean,fabianaardelean@141.ro,6380116117612,1926-10-09,"Bulevardul Mazilescu, Caransebes, 650330",0255 678 443,9a:d8:3d:33:a7:d3,219.141.166.220,RO88UXGQ1647402647305023,2025-06-22 22:40:03,4850,465,404,459535,744db433-9ee6-40a3-8041-404612a602e0
Florina Popa,florinapopa,florinapopa@141.ro,3950401249655,1942-05-03,"Soseaua Zenovia Ababei, Giarmata, 798009",0771 004 463,7a:12:a9:77:1b:ae,12.175.250.76,RO48JQMX5749308986511992,2025-06-22 22:40:03,3943,987,23,1357456,7225c476-be1d-42be-95e5-27b988527595
Ica Ioniță,icaioniță,icaioniță@acasa.ro,5250115447516,1924-08-07,"Strada Stoica, Suceava, 200371",0769 054 789,74:44:0f:87:a2:48,161.51.246.203,RO09RXLM2846533698225216,2025-06-22 22:40:03,29826,545,607,1456905,2435a680-37cf-45ca-8af2-55658559cc49
Alin Stănescu,alinstănescu,alinstănescu@141.ro,2720612018271,1978-11-30,"Intrarea Lavinia Dima Nr. 638 Bl. 61  Sc. 95 Ap. 322, Viseu de Sus, 711586",0721 367 336,2c:45:61:58:11:b3,138.181.131.55,RO07GDAC0359602773228867,2025-06-22 22:40:03,20365,596,731,371013,51f75499-adaf-4d1c-a6ef-f62fbac4da27
Cristofor Ene,cristoforene,cristoforene@141.ro,6320107434891,1920-06-01,"Strada Diaconu, Lupeni, 203598",0746 286 927,10:db:15:f8:ad:49,10.210.105.93,RO34DBRC2290156748417590,2025-06-22 22:40:03,13331,440,375,1948258,38dd242c-3eb3-47ae-983f-118c41de3247
Atena Eftimie,atenaeftimie,atenaeftimie@kappa.ro,6981101519948,1952-08-17,"Drumul Stan Nr. 92, Breaza de Sus, 939971",0762 066 479,20:3f:bd:ca:be:9a,56.5.246.125,RO70NKHK7048075838854846,2025-06-22 22:40:03,11966,753,631,1501903,84a297ac-b600-4d79-b612-632badd0ed5b
Romeo Albu,romeoalbu,romeoalbu@acasa.ro,6810923529751,1975-09-06,"Bulevardul Diaconu, Mangalia, 613658",0753 792 475,70:6f:de:ca:48:ee,13.144.183.7,RO64INOL5624608754511724,2025-06-22 22:40:03,17274,388,538,367769,d6e69938-823d-4a19-959e-a9988bfbc46d
Codrin Ioniță,codrinioniță,codrinioniță@zzup.ro,4270602164959,1995-10-08,"Soseaua Amedeu Dochioiu, Pitesti, 495951",0729 892 169,c4:b7:37:fd:a2:83,145.65.69.241,RO78XIIW3285322465667325,2025-06-22 22:40:03,25898,994,14,605016,bb89cc07-a0f3-4443-8a59-0639777e915e
Codruț Stancu,codruțstancu,codruțstancu@kappa.ro,2111002408542,1939-12-11,"Intrarea Mazilescu Nr. 27, Dobroesti, 633291",0728 206 721,d4:b6:b2:c7:f6:0c,8.101.190.99,RO17HQJG8178261220405342,2025-06-22 22:40:03,21125,1000,768,446285,87c6773f-f1c0-4635-aad3-1e4f8de47040
Aneta Diaconescu,anetadiaconescu,anetadiaconescu@acasa.ro,3240419389135,1980-07-25,"Intrarea Nemeș Nr. 799, Curcani, 355468",0721 709 085,da:f3:6f:e2:b4:9b,82.189.192.197,RO85KMOG1469791332406538,2025-06-22 22:40:03,3207,156,668,995078,9eaeb2f4-e66b-431c-91ac-97217da588a7
Crin Aanei,crinaanei,crinaanei@kappa.ro,3910228022288,1952-01-16,"Drumul Valentina Ene Nr. 53 Bl. 68  Sc. 53 Ap. 207, Valenii de Munte, 324661",0750 265 772,02:67:83:bb:a1:aa,144.179.112.241,RO38CCNO1431509624064736,2025-06-22 22:40:03,23929,226,535,1061223,cabf5756-337b-40a2-aa90-798de05b30bd
Astrid Albu,astridalbu,astridalbu@141.ro,2271111210038,1998-03-28,"Bulevardul Dumitrana Barbu Nr. 12 Bl. 81  Sc. 89 Ap. 487, Tudora, 924039",0766 658 617,d0:a4:79:80:5a:ab,210.157.2.124,RO65CTLN3331906219801535,2025-06-22 22:40:03,32010,262,410,539901,470a2bb7-7f23-42e8-b277-426d98a8d101
Dimitrina Diaconescu,dimitrinadiaconescu,dimitrinadiaconescu@gmail.com,3930525468496,2025-04-20,"Intrarea Pompiliu Nistor, Moreni, 551099",0746 506 439,b8:31:50:5a:06:13,12.27.58.146,RO52SOTS3776345941245221,2025-06-22 22:40:03,12054,236,696,586188,f10a37c1-c477-4665-a75c-7d7fa03a2bf1
Larisa Oprea,larisaoprea,larisaoprea@kappa.ro,8270305371399,1919-02-18,"Bulevardul Matei Stancu Nr. 985 Bl. 50  Sc. 29 Ap. 472, Maieru, 291436",0771 113 325,60:4d:85:0a:00:a6,82.28.78.221,RO72HYCU7400940767813714,2025-06-22 22:40:03,15518,166,173,739691,a635b7e3-0e4d-48ae-97f2-e8e33e6ff478
Demetra Marin,demetramarin,demetramarin@acasa.ro,1750206409102,2023-05-13,"Intrarea Niță Nr. 797 Bl. 10  Sc. 92 Ap. 373, Horodnic de Sus, 160012",0755 808 506,6a:c9:b4:be:14:2d,185.48.60.20,RO40XLJA3133243563006629,2025-06-22 22:40:03,25396,601,755,817771,504da0ea-a444-42a6-972e-55adf89ac66e
Barbu Marin,barbumarin,barbumarin@acasa.ro,1710506071467,1922-02-13,"Soseaua Niță Nr. 237 Bl. 42  Sc. 12 Ap. 179, Lipova, 820999",0749 803 989,5e:78:34:f8:8f:38,97.171.77.51,RO26YGMI1303280484694607,2025-06-22 22:40:03,30082,66,726,704997,ebf9b636-11f5-48e4-8120-1a1608a96b5d
Axinte Oprea,axinteoprea,axinteoprea@post.ro,8450922323506,1968-09-15,"Bulevardul Georgescu Nr. 784 Bl. 73  Sc. 18 Ap. 386, Deta, 697575",0763 452 119,8a:a0:45:15:01:ca,66.190.188.248,RO59ZWRX7288884843532104,2025-06-22 22:40:03,34999,617,783,1969470,b7f21506-d016-45e9-9e52-dbe7f28d8538
Ludmila Stoica,ludmilastoica,ludmilastoica@email.ro,1260802182005,2013-08-13,"Bulevardul Nemeș Nr. 90 Bl. 20  Sc. 13 Ap. 843, Zalau, 183232",0768 225 065,e8:3e:ad:7a:a7:34,124.137.46.228,RO19HLLG7577792051880668,2025-06-22 22:40:03,19534,18,644,1693425,4ccea8c3-7ba6-4d2b-83ed-adbc06632166
Francesca Stancu,francescastancu,francescastancu@email.ro,8660503082203,2014-03-30,"Drumul Manole, Tulcea, 784312",0752 469 147,62:d8:3d:16:41:67,121.212.89.48,RO60EIQF8835024197075721,2025-06-22 22:40:03,18292,775,468,1362121,1be52cfa-a26e-43b8-bb2b-9b5fcb860d95
Marina Stan,marinastan,marinastan@kappa.ro,5080216214771,2024-05-21,"Aleea Preda Nr. 33, Drobeta-Turnu Severin, 308685",0233 382 137,16:41:71:a0:08:c9,46.155.191.131,RO97KSSK4734581107812801,2025-06-22 22:40:03,26929,568,427,554425,5c4b5d70-ad2e-42a1-b50d-15e2500fbcab
Grigore Tomescu,grigoretomescu,grigoretomescu@zzup.ro,7090231015579,1976-10-23,"Strada Mihai Marin, Baile Borsa, 691405",0252 499 015,b2:3f:91:54:41:57,61.46.237.179,RO40SEHC6542274644130933,2025-06-22 22:40:03,20625,672,744,1556464,89f00d82-1208-4c8c-a8cd-31b2cf6a6b5c
Saveta Pop,savetapop,savetapop@zzup.ro,7131208207196,1934-04-18,"Aleea Nistor, Videle, 537122",0722 394 068,2c:77:9a:b5:94:b2,130.113.31.10,RO08ZVVF8480342280932938,2025-06-22 22:40:03,20058,356,252,1415567,76201f15-1ac9-4b6c-87bb-18073e399c6e
Roxelana Nistor,roxelananistor,roxelananistor@gmail.com,3461020355951,1977-03-07,"Soseaua Stoica Nr. 549, Odorheiu Secuiesc, 790798",0745 258 099,e8:8f:ea:3e:70:e9,55.150.104.113,RO65EILO7344438332634613,2025-06-22 22:40:03,12406,822,753,1786859,39694a91-a5d0-41b1-93e0-d2fc370f3538
Roberta Popescu,robertapopescu,robertapopescu@acasa.ro,1081029043789,1924-09-13,"Drumul Dobre Nr. 910, Bocsa, 265429",0769 196 976,e0:30:cb:41:3b:77,187.178.139.36,RO11DXZY9732425331909187,2025-06-22 22:40:03,19917,475,399,200936,a3db9168-36af-4bb3-98db-c226e6e7fb70
Paulina Voinea,paulinavoinea,paulinavoinea@zzup.ro,2030103082424,1995-09-10,"Drumul Stănescu Nr. 880 Bl. 59  Sc. 74 Ap. 563, Baia Sprie, 398163",0784 596 845,62:7e:88:0e:31:25,208.47.45.246,RO15DZYF4986191383771229,2025-06-22 22:40:03,26481,72,154,678743,86f927da-1724-4e2b-9c7b-c56fbd93379b
Pamela Manole,pamelamanole,pamelamanole@zzup.ro,6290221510561,1973-07-13,"Intrarea Ardelean Nr. 217, Agnita, 745999",0765 766 328,52:22:b2:e7:05:c5,31.143.209.221,RO27KKOF7411514138166765,2025-06-22 22:40:03,5,889,208,1042914,bd77e40d-2ad2-4053-86e1-ebe4cfb77ea4
Eliza Niță,elizaniță,elizaniță@zzup.ro,6220107280772,1964-05-07,"Aleea Angela Tudor Nr. 804 Bl. 88  Sc. 95 Ap. 234, Brasov, 496765",0240 234 338,44:2b:5a:78:ce:bc,18.113.48.118,RO32VZWH6108486850828267,2025-06-22 22:40:03,13916,48,202,1529364,f265f8cd-9d10-4efe-85f1-99918a5dd354
Lorena Diaconu,lorenadiaconu,lorenadiaconu@zzup.ro,1300303366033,1913-10-27,"Intrarea Olimpia Florea, Otopeni, 895438",0254 947 477,12:9c:63:4f:a3:2e,1.183.76.118,RO17HPXW9442057208341029,2025-06-22 22:40:03,15979,687,496,311769,40ca0170-cb44-4fc0-9b3e-9cb21ff3787b
Rareș Ionescu,rareșionescu,rareșionescu@zzup.ro,2790929367078,1993-09-30,"Aleea Ramona Niță, Baile Borsa, 125317",0267 863 249,b0:74:b4:89:3d:78,156.221.36.231,RO90GFSW9268739459517045,2025-06-22 22:40:03,15557,760,51,1223201,c15925fb-fc1b-4e1e-b9b7-92db258dd3a0
Nae Popa,naepopa,naepopa@zzup.ro,4320622271062,1933-09-09,"Intrarea Gabi Pop Nr. 38, Deta, 971491",0262 739 300,ea:45:11:40:1c:37,4.154.109.247,RO02ANCV8368665549687569,2025-06-22 22:40:03,11852,534,612,185993,6e3792d0-f98b-4031-a8e9-173c2ac9d4dc
Emanuela Ene,emanuelaene,emanuelaene@post.ro,8670331131842,2008-08-19,"Bulevardul Mocanu Nr. 185, Oravita, 670260",0246 333 580,f6:29:8e:c7:b9:03,139.198.75.65,RO15VXSM2136650219911077,2025-06-22 22:40:03,735,883,133,201370,66c9d2b7-cc0c-49bc-aac6-f2c033773291
Ilinca Diaconescu,ilincadiaconescu,ilincadiaconescu@post.ro,6551105213784,1944-11-01,"Bulevardul Ionescu Nr. 398, Corabia, 560866",0744 142 479,38:0a:fe:bf:41:7e,19.166.183.198,RO97MBDN3267621712191408,2025-06-22 22:40:03,10779,880,576,78392,23c4b9b2-172c-48aa-b307-dc0e76272f1a
Safta Ardelean,saftaardelean,saftaardelean@acasa.ro,1601219120534,1979-08-21,"Strada Marin Nr. 42, Dej, 404286",0737 181 626,04:ea:80:58:7f:92,129.143.125.254,RO37QVMV4053046055066467,2025-06-22 22:40:03,23673,375,294,281891,b6ed27ed-95ff-4ca6-9c46-760504cc6dfd
Carol Barbu,carolbarbu,carolbarbu@gmail.com,1501105218660,1992-09-11,"Soseaua Dobre, Vatra Dornei, 540464",0257 181 868,92:b5:9a:5a:b8:2a,72.228.126.145,RO55JFKN1990634594809848,2025-06-22 22:40:03,9925,62,532,635960,02628aed-93d5-44dc-a84d-24756fd5193a
Janina Barbu,janinabarbu,janinabarbu@kappa.ro,1290430041318,1937-09-30,"Soseaua Lucrețiu Toma, Salonta, 175380",0269 555 012,64:0f:94:0e:d8:65,168.51.93.255,RO03PSDA1878567273095503,2025-06-22 22:40:03,32041,685,435,1166220,17381090-36a6-466c-9d86-b79bfaa2cfb5
Margareta Mocanu,margaretamocanu,margaretamocanu@zzup.ro,7870408285434,1969-10-02,"Drumul Lorelei Marin, Ploiesti, 830506",0745 315 891,ae:3d:0a:ef:08:54,205.153.239.61,RO05YFOK7788358247934913,2025-06-22 22:40:03,32158,604,597,121023,250cf480-e020-4686-8b8c-f2fecd30770d
Eugen Stancu,eugenstancu,eugenstancu@kappa.ro,6250307020579,1958-01-30,"Soseaua Nistor, Mogosoaia, 748986",0726 092 506,00:ad:75:8c:69:f1,34.200.237.25,RO79DQAY9618360625577767,2025-06-22 22:40:03,31893,773,157,1192523,2e468210-6ccb-4e44-a867-e530b2cfd0c0
Melania Diaconescu,melaniadiaconescu,melaniadiaconescu@gmail.com,1551109369841,2014-11-28,"Aleea Ludovica Georgescu Nr. 341, Baciu, 930414",0766 098 004,76:79:a5:2d:44:e4,191.36.223.169,RO54RSHX1300720167324371,2025-06-22 22:40:03,32292,324,588,1350707,da6c790b-a1a7-4c12-8613-d49fea17fa28
Eugenia Dinu,eugeniadinu,eugeniadinu@email.ro,8980626095052,2024-08-19,"Soseaua Dragoș Pop Nr. 19, Poiana Mare, 593131",0730 220 289,d2:f3:c8:b9:2f:ca,214.132.252.232,RO84LHDN8296378908754930,2025-06-22 22:40:03,34014,167,437,1531327,a45590fc-3d45-4120-8ef2-9fb5e1677255
Voicu Gheorghiu,voicugheorghiu,voicugheorghiu@email.ro,7851006459409,1939-01-01,"Strada Aanei Nr. 15, Oradea, 919144",0250 477 087,6c:a2:cb:a1:72:db,172.95.117.116,RO46UGDR7250815762458650,2025-06-22 22:40:03,16733,529,39,1325902,c286ac03-21af-40b7-bd34-d6005555ed3b
Eugenia Nistor,eugenianistor,eugenianistor@post.ro,2671008327345,2010-03-29,"Bulevardul Gheorghiu, Gura Humorului, 101036",0232 704 517,10:2a:4f:7a:6d:e6,103.146.104.44,RO55VOGL6104046605608137,2025-06-22 22:40:03,11261,213,716,1067847,9c442719-882a-4325-b53d-692a76ac7dff
Arsenie Pop,arseniepop,arseniepop@gmail.com,2671028373716,2005-07-30,"Drumul Tomescu, Negresti-Oas, 986328",0720 507 062,2c:97:62:6f:ed:e2,120.109.46.185,RO13QRIW1677876773015392,2025-06-22 22:40:03,30622,496,472,1175759,42a7fa1e-7083-4617-9e43-aa7dc582f0f4
Timotei Diaconescu,timoteidiaconescu,timoteidiaconescu@kappa.ro,1380228436673,1955-11-23,"Intrarea Dorina Stancu, Sacueni, 576172",0231 921 637,64:11:ff:27:10:ca,18.148.50.142,RO88AEGE5977856172646487,2025-06-22 22:40:03,20630,494,603,791804,3c1d8efb-3f26-45a0-9264-31d1bb37bf1a
Lidia Tudor,lidiatudor,lidiatudor@kappa.ro,4361025441422,1998-05-06,"Strada Suciu Nr. 17, Baraolt, 731963",0268 142 429,d2:26:32:79:f7:c0,44.195.218.127,RO41BDAO6954319137256808,2025-06-22 22:40:03,9740,831,731,1887220,b5ee842b-a0e9-4bab-bc37-19431420e63d
Filofteia Pușcașu,filofteiapușcașu,filofteiapușcașu@gmail.com,5990216308462,1961-10-11,"Drumul David Tabacu Nr. 76 Bl. 88  Sc. 69 Ap. 244, Alba Iulia, 822751",0250 234 048,76:c4:2c:e1:e3:54,220.199.174.10,RO48THEH3809438503872409,2025-06-22 22:40:03,29753,574,29,1441098,b359f7b5-b0d2-469b-85f8-572e0498f39b
Carmen Popa,carmenpopa,carmenpopa@post.ro,3030403152796,1942-09-22,"Soseaua Ciprian Eftimie Nr. 754, Harsova, 792900",0771 140 430,8c:4c:45:14:fd:9e,196.164.30.138,RO14RKFH5773842587382005,2025-06-22 22:40:03,27621,952,704,54034,d4e0af91-0e8f-45f0-b61b-beb37bd9baec
Letiția Dochioiu,letițiadochioiu,letițiadochioiu@gmail.com,8661115443818,1959-05-05,"Intrarea Agripina Albu Nr. 504 Bl. 71  Sc. 19 Ap. 878, Onesti, 840260",0725 824 327,5c:af:7d:3a:72:45,75.109.88.217,RO77JWJA7371455542041788,2025-06-22 22:40:03,24443,66,95,574667,9363a673-fc30-41ba-80f4-31c59a23d589
Vladimir Ababei,vladimirababei,vladimirababei@email.ro,3580921053335,1954-09-01,"Soseaua Antoaneta Pușcașu, Caracal, 829728",0264 346 360,a0:7d:e2:80:6b:44,215.2.97.149,RO83BZME3278140543350666,2025-06-22 22:40:03,19986,900,564,420302,8080c8af-1e43-4d4c-9442-cd33dc6fe762
Antonie Preda,antoniepreda,antoniepreda@kappa.ro,2410804012252,2002-09-13,"Soseaua Stancu Nr. 813, Gheorgheni, 388951",0741 920 155,3a:90:73:da:d9:b7,27.58.236.142,RO71HQVX2500110945889084,2025-06-22 22:40:03,23255,498,762,623994,c33fea4b-69f7-421a-805d-19ae24cea77f
